,YER,PCR,GCR,ITR,XTR,MTR,YED,PCD,GCD,ITD,XTD,MTD,YFD,YIN,WIN,GON,TIN,YFN,HICP,HEX,HEG,HICPSYA,HEXSYA,HEGSYA,HEGWEI,CAN_YEN,NFN_YEN,LFN,LNN,UNN,URX,LEN,STN,LTN,COMPR,POILU,PCOMU,YWD,YWDX,YWR,YWRX,LPROD,ULC,WRN,SAX,EEN,EXR
1993Q3,1360386.671563820,778661.511326378,278706.121021016,291222.079993543,333837.359922743,316759.398142187,0.946936938,0.943273840,0.950099143,0.963969662,0.964009620,0.967640217,0.853615108,1288200.389291590,654367.346611988,506879.269060228,126953.773619377,1161246.615672220,93.052693083,93.115676197,93.384236892,NA,NA,49.613333333,NA,0.010973969,-0.000913385,145640.545599200,130407.207512391,15233.338086809,0.104595448,108546.230444320,8.120099873,7.977857000,30.086820465,16.486700000,74.172024519,0.972756744,1.107035917,94.691806621,29310.244407580,10.431836534,0.481015700,5.017877149,0.167803497,1.378199979,0.869361641
1993Q4,1363948.954970230,783046.762796472,279391.150613018,288404.272962286,343029.120739047,319549.476433748,0.954582419,0.952031063,0.954715770,0.967439998,0.965757338,0.967231568,0.860103438,1302001.692196330,656580.826529270,516556.359547158,128864.506119905,1173137.186076430,93.519852352,93.630316020,93.505259145,NA,NA,49.676666667,NA,0.021768392,0.004714229,145976.912727231,130244.522268043,15732.390459188,0.107773141,108366.042017986,7.412128577,7.309124000,28.448846900,15.066700000,73.813272284,0.975874319,1.109460120,95.585023422,29391.888589097,10.472217420,0.481382257,5.041139659,0.162342383,1.342733971,0.877188912
1994Q1,1376587.523914320,783639.194888210,281441.606794161,291349.734044296,352025.629496583,327575.711547476,0.959944289,0.960627920,0.960267178,0.973197337,0.965959939,0.976439144,0.861944381,1321447.331446670,659256.538829556,527285.342873860,134905.449743258,1186541.881703420,94.418657119,94.404153431,95.300416784,NA,NA,50.633333333,NA,0.013928968,-0.001345881,146151.137333384,130136.422204364,16014.715129020,0.109576398,108275.221566358,6.840000000,6.973333000,27.812758929,13.950000000,78.297675217,0.979427264,1.110476222,96.497391852,29661.415144298,10.578034194,0.478906373,5.065887994,0.161756863,1.294843244,0.888731456
1994Q2,1385161.287240130,785896.673185197,281166.531100397,296073.848175858,360493.140820314,337046.626780408,0.966380024,0.967647865,0.961616400,0.976712991,0.969697923,0.976770015,0.868513269,1338592.197405600,664254.555669768,538776.402071677,135561.239664151,1203030.957741440,95.086835600,95.137913629,95.832093198,NA,NA,50.910000000,NA,0.013406878,-0.001797462,146241.630987811,130104.313274558,16137.317713253,0.110346948,108342.080822123,6.370000000,7.860000000,31.142436120,16.050000000,84.172243060,0.980651554,1.104945298,97.354233581,29903.089878516,10.646543934,0.479550332,5.105553682,0.153586166,1.221218644,0.859513915
1994Q3,1394489.365669980,791608.750309170,281377.785625523,299249.051300887,366312.132437893,347391.098324954,0.973271499,0.974868287,0.967020149,0.980993956,0.972931898,0.976932837,0.874590768,1357216.755004490,670060.468276935,549547.056696165,137609.230031388,1219607.524973100,95.617723364,95.703896627,96.016524406,NA,NA,51.006666667,NA,0.012864324,0.000324701,146317.923508397,130342.989652780,15974.933855618,0.109179610,108602.099303172,6.383334000,8.730000000,33.520478251,16.766700000,94.755433983,0.982730124,1.094785978,98.107150677,30177.519878375,10.698614244,0.480505972,5.140748038,0.154370552,1.161950138,0.815105993
1994Q4,1405553.636701770,795216.338167699,283247.088899058,306642.037230275,377197.744803513,358973.374624903,0.981331886,0.981776950,0.975611020,0.986060284,0.981964648,0.986066477,0.882925887,1379314.601520660,677862.110717863,563137.580873999,138314.909928794,1240999.691591860,96.019697610,96.162115672,95.629248087,NA,NA,50.803333333,NA,0.016118695,0.004211883,146571.868379165,130567.752161419,16004.116217747,0.109189549,108837.745396510,6.506667000,9.139999000,33.992603405,16.536700000,100.181561532,0.989136051,1.103116907,98.837359046,30445.099991524,10.764937080,0.482274097,5.191650308,0.156584174,1.146873294,0.806317455
1995Q1,1413188.465585770,798732.565307796,279503.419294768,302419.209507869,389872.845214988,364028.155158421,0.987496916,0.989503429,0.987833021,0.991958091,0.992302880,0.998840662,0.889147661,1395519.251881080,682041.129501504,574492.088745241,138986.033634337,1256533.218246740,96.851892953,97.020622185,96.373674635,NA,NA,51.203333333,NA,0.018054612,0.001382808,146500.743160267,130574.173947380,15926.569212887,0.108713232,108916.224340370,6.943333000,9.320000000,34.870465158,16.903300000,103.320643586,0.993527618,1.104511619,99.096405474,30449.371259371,10.822878850,0.482625740,5.223399918,0.157701393,1.109359612,0.785363140
1995Q2,1421596.688973030,807938.890569606,281894.386513776,305282.633815850,395068.297803843,370434.704518351,0.996481161,0.995648469,0.996215017,0.998753149,0.996937478,1.000857663,0.895925312,1416594.318797260,690172.741634753,583471.715552346,142949.861610156,1273644.457187100,97.650893034,97.730869060,97.390049564,NA,NA,51.743333333,NA,0.020255900,0.003944964,146613.324129218,130803.186798490,15810.137330728,0.107835611,109071.948122140,7.136667000,8.930000000,36.179002371,18.136700000,101.930478676,0.997169532,1.095231769,99.512285377,30657.726250364,10.868211423,0.485491242,5.276421458,0.155628047,1.083041301,0.751309529
1995Q3,1425745.693450980,807247.168713482,283628.965836517,304960.343668156,390280.847805521,371568.120980243,1.004459876,1.004409990,1.003959878,1.003011740,1.003298483,1.001974160,0.903219960,1432104.342780530,696059.003682989,591702.964257972,144342.374839567,1287761.967940960,98.052729333,98.202868566,97.007340486,NA,NA,51.540000000,NA,0.018042710,0.004589412,146991.939653562,130957.571565710,16034.368087852,0.109083315,109202.874781650,6.693333000,8.513333000,33.798786274,16.196700000,101.885634647,1.002005259,1.101488066,100.432523080,30886.139048857,10.887081032,0.488206983,5.315148986,0.155780081,1.073803007,0.761949849
1995Q4,1429792.487138680,808131.216852165,285129.150863026,307929.253734706,397590.516643263,377986.306601599,1.011409302,1.010319823,1.011729919,1.006151441,1.007352964,0.998335360,0.909381584,1446105.421689590,702958.837981854,597268.119458975,145878.464248766,1300226.957440830,98.449893116,98.553496770,97.295940774,NA,NA,51.693333333,NA,0.018409635,0.002396356,147397.237320102,131222.654796420,16174.582523682,0.109734638,109456.639067840,6.506667000,8.153333000,34.723307223,16.986700000,101.482038383,1.007297591,1.099356515,100.958786068,30978.716225450,10.895927150,0.491650952,5.356992960,0.155076969,1.058375152,0.759097786
1996Q1,1431764.508296490,814636.108033842,284916.551944353,301036.771245020,404511.635329413,380231.244750276,1.013840055,1.014325558,1.015497682,1.008693116,1.006747847,1.005664927,0.909954792,1451580.208027520,705889.612514923,596951.363416230,148739.232096363,1302840.975931150,99.272255773,99.360866959,98.487985445,NA,NA,52.326666667,90.400000000,0.019048768,0.001925366,147385.910642793,131267.626843430,16118.283799363,0.109361090,109406.627109800,5.630000000,7.643333000,36.193975949,18.633300000,97.984204095,1.011786026,1.100710337,101.764296241,31059.317687559,10.907217131,0.493020751,5.377484377,0.158527297,1.058337376,0.776800796
1996Q2,1441824.280826660,817171.343151048,286828.336299389,312545.052909391,406446.049849849,380923.903006508,1.016876300,1.018509455,1.021549716,1.008844879,1.003902593,1.003919578,0.914115323,1466156.939485900,710648.099407249,607345.569464426,148163.270614227,1317993.668871680,100.057238310,100.084840669,99.767864985,NA,NA,53.006666667,90.400000000,0.021228101,0.003757066,147913.557197063,131579.704029180,16333.853167883,0.110428371,109689.658903110,5.136667000,7.536667000,36.995210797,19.476700000,96.848010430,1.019731251,1.106251533,103.150967044,31341.083840641,10.957801520,0.492881212,5.400894497,0.154996983,1.064167467,0.797128857
1996Q3,1451124.648574900,822325.186326374,289105.232570054,314404.241323933,413563.242518538,385692.588692233,1.020741060,1.022589468,1.023256563,1.012701256,1.000135904,0.999536805,0.916027393,1481222.512071650,718330.833645254,610939.095027448,151952.583398950,1329269.928672700,100.155361127,100.193436726,99.774138905,NA,NA,53.010000000,90.400000000,0.025204296,0.006229760,148252.211679626,131906.133195530,16346.078484096,0.110258581,109977.355696000,5.000000000,7.276667000,37.864041974,20.543300000,94.746269609,1.022952765,1.096555625,103.808937243,31518.992954359,11.001191631,0.495016630,5.445772810,0.152627452,1.043307299,0.784802873
1996Q4,1457318.053531000,823307.591071462,289511.570117467,314766.188342455,426047.706298564,396608.667171343,1.024498823,1.026803946,1.030600032,1.012334801,1.004342874,1.006750873,0.919717535,1493020.630331580,723270.193528682,617050.773780529,152699.663022370,1340320.967309210,100.515144790,100.360855646,101.970010666,NA,NA,54.176666667,90.400000000,0.021178382,0.002014645,148422.741053633,132098.244371860,16324.496681773,0.109986492,110196.476151090,4.586667000,6.473333000,40.387458895,23.160000000,93.005469606,1.023874787,1.100359470,104.891615908,31726.372796417,11.032077379,0.496302226,5.475244557,0.148006970,1.050612164,0.792438036
1997Q1,1460627.820319510,826057.419285077,289839.293799814,312171.062598007,436770.606370932,405703.581704877,1.028157946,1.031884807,1.035881319,1.018188897,1.011704945,1.018077865,0.921332325,1501756.099927430,729447.658874994,616275.967085002,156032.473967436,1345723.625960000,101.206677024,100.989807808,102.892276805,72.396666667,74.536666667,54.666666667,92.460000000,0.024790084,0.005582474,148744.760970881,132410.241035530,16334.519935351,0.109815766,110579.538221700,4.440000000,6.203333000,39.916273695,21.170000000,103.346004883,1.021553430,1.115414029,105.628157801,31826.998560887,11.031078932,0.499406932,5.508997289,0.144873434,1.086799173,0.848198507
1997Q2,1479494.002822300,833174.204842097,291802.447271735,317917.044560966,452934.872793217,417922.750028178,1.032171798,1.034170522,1.037168310,1.020434534,1.016063052,1.019206519,0.924134628,1527091.985191550,734361.064010791,632890.576289244,159840.344891513,1367251.640300040,101.543098111,101.464915555,101.926093230,72.463333333,74.696666667,54.153333333,92.460000000,0.018296718,-0.004138602,149208.761876991,132772.261891510,16436.499985481,0.110157740,110879.555281010,4.326667000,6.220000000,36.583513701,18.053300000,105.530656502,1.025476932,1.126301835,106.696861625,32175.870386682,11.143095566,0.496359608,5.530982553,0.143312142,1.109985453,0.874508631
1997Q3,1490654.749791870,835157.936610128,292030.451910021,319172.091876721,469399.558963520,430005.410245557,1.036299406,1.042587922,1.040243923,1.024947509,1.020751490,1.029774503,0.927052566,1544764.631915590,740526.009295347,641389.302064757,162849.320555487,1381915.311360100,101.874846683,101.745455368,102.816989774,72.820000000,75.030000000,54.626666667,92.460000000,0.017632317,-0.005886924,149519.231584047,133218.418010110,16300.813573937,0.109021518,111280.530719050,4.323333000,5.810000000,36.546115408,18.523300000,101.280424399,1.035354427,1.142909147,107.718696882,32379.722377516,11.189554508,0.496779022,5.558735949,0.146799099,1.136629951,0.914645068
1997Q4,1506954.706347570,845123.801516242,291103.170390115,326254.839541866,476101.123456795,439938.984935759,1.040848587,1.046044013,1.046324417,1.027675755,1.025013509,1.028057506,0.931595719,1568511.676539350,746262.372838166,657610.180638191,164639.123062994,1403872.553476360,102.192577710,102.039569688,103.193424933,73.136666667,75.363333333,54.826666667,92.460000000,0.021804627,-0.000973340,149832.355640424,133612.229290850,16220.126349574,0.108255165,111728.812958240,4.433333000,5.600000000,36.411463569,18.716700000,98.798743343,1.029193781,1.121443931,108.465533294,32711.854182880,11.278568693,0.495212212,5.585284946,0.145626015,1.081371664,0.890150698
1998Q1,1516419.533324380,850580.146819651,294127.183773123,332879.243377015,486398.310271558,456092.682956489,1.044237401,1.046309842,1.048032309,1.027608127,1.024720595,1.023893769,0.930751841,1583501.992332660,750236.210191300,661174.061499980,172091.720641381,1411410.271691280,102.454238555,102.483003586,101.499466717,73.223333333,75.593333333,53.926666667,92.540000000,0.008811586,-0.011038032,150446.814121392,134404.641545330,16042.172576062,0.106630191,112413.848738100,4.203333000,5.116667000,30.310855086,14.076700000,95.773241784,1.032094685,1.121077911,108.959455668,33010.399994376,11.282493788,0.494741853,5.581921886,0.147026183,1.077413918,0.920159358
1998Q2,1522617.817790590,856010.359229670,295526.843658256,333576.845206057,492543.534776500,462094.453253217,1.050593599,1.049943503,1.051778130,1.029911109,1.019393145,1.011732711,0.934517671,1599652.533025190,758579.638909544,664333.618650138,176739.275465506,1422913.257559680,103.047647973,103.211502132,100.621118012,73.490000000,75.960000000,53.460000000,92.540000000,0.014638549,-0.006978289,151056.215004058,135089.084508780,15967.130495278,0.105703234,113061.736274930,4.056667000,4.990000000,28.627631627,13.280000000,90.607977809,1.032505902,1.110684888,109.637568057,33194.318257303,11.271212795,0.498207515,5.615402915,0.145647611,1.059156482,0.908779214
1998Q3,1531207.049488810,863890.991196267,296462.747561315,339628.512809974,494549.393562944,469476.525949616,1.052904087,1.053114805,1.054095802,1.031537128,1.010975371,0.998737554,0.936869615,1612214.160048520,767865.110805966,666676.248535565,177672.800706986,1434541.359341530,103.159788335,103.415119738,99.617290922,73.686666667,76.260000000,52.926666667,92.540000000,0.012285667,-0.007000493,151671.231180587,135880.259612380,15790.971568207,0.104113163,113770.031485170,3.936667000,4.560000000,26.631185310,12.426700000,83.549243255,1.033799453,1.088952182,110.650815059,33470.475161191,11.268796909,0.501476996,5.651042418,0.142128163,1.026713895,0.894719049
1998Q4,1535370.473456190,871827.730737055,297607.804411745,342901.589787104,491474.095653630,475497.967336213,1.057405190,1.054323027,1.059656590,1.034026788,1.001871342,0.983710670,0.938571284,1623508.706513210,775881.371382428,665173.264697732,182454.070433048,1441054.636080160,103.145770790,103.519190959,98.632285589,73.783333333,76.446666667,52.403333333,92.540000000,0.011264154,-0.003913706,152055.298202775,136446.251369510,15609.046833265,0.102653752,114344.338101800,3.623333000,4.146667000,24.404074180,11.093300000,79.627797652,1.041886073,1.065380329,112.128281646,33829.413686128,11.252566179,0.505338213,5.686351685,0.140047662,0.980218868,0.849649218
1999Q1,1548725.543096200,877509.759281355,299936.177168260,349383.573763798,495863.866353085,483280.045483467,1.057796799,1.054203325,1.066080882,1.033351586,0.999785857,0.978951881,0.941095783,1638236.922261880,781581.697235057,675917.380997306,180737.844029518,1457499.078232360,103.379396545,103.849503965,97.716293368,73.856666667,76.596666667,51.916666667,86.940000000,0.003604045,-0.010221654,152310.369507643,137085.111146850,15225.258360793,0.099962060,115025.080662230,3.088634921,3.998584641,24.174704650,11.090000000,77.804662461,1.041817848,1.068475991,112.518414980,34069.390132403,11.297547415,0.504661204,5.701433881,0.141200000,1.000000000,0.891572096
1999Q2,1559053.385878000,883765.945451136,300298.489458471,354344.406043156,510929.545344638,494271.447252659,1.060934025,1.058350376,1.073764707,1.035741726,1.003905359,0.988506054,0.941252075,1654052.784482930,793446.164745048,674016.069705841,186590.550032044,1467462.234450890,104.094291355,104.265788849,101.436727524,74.226666667,76.740000000,53.893333333,86.940000000,0.009082992,-0.005629108,152753.095860473,137669.706116290,15083.389744184,0.098743594,115660.605607800,2.634876923,4.258207692,29.505808204,15.326700000,78.812626777,1.039519030,1.085766159,113.237074903,34248.588894691,11.324592969,0.508928156,5.763404217,0.137300000,1.039062687,0.946152290
1999Q3,1576264.451618320,892321.152341743,301522.465634173,360389.777504941,525598.096669558,507385.888724114,1.063658859,1.062691652,1.081198944,1.040664517,1.010449780,1.004649147,0.942920109,1676607.648784020,803552.013362368,682739.434844475,190316.200577180,1486291.448206840,104.383987291,104.238639834,104.598782860,74.543333333,76.860000000,55.573333333,86.940000000,0.000197809,-0.012533662,153323.857711998,138431.540999750,14892.316712248,0.097129807,116416.678170360,2.699393939,5.050689727,35.087492487,20.330000000,79.556334233,1.038221211,1.092048789,114.534327573,34629.058257967,11.386599038,0.509782488,5.804688784,0.132700000,1.046649265,0.953682805
1999Q4,1596372.183090090,900458.481799618,303418.622873940,363879.030006261,541868.925712545,520729.960145920,1.066743554,1.067457665,1.087387418,1.045736346,1.020565832,1.021762289,0.944874918,1702919.736284970,813552.938797072,694819.097274553,194547.700213349,1508372.036071630,104.767133529,104.460356783,106.725641508,74.923333333,77.130000000,56.703333333,86.940000000,0.001289083,-0.011013713,153741.129927340,139083.908097110,14657.221830230,0.095337024,117021.377723620,3.430630769,5.317531848,39.587894629,24.050000000,83.605219808,1.040680175,1.103691192,116.004772780,35042.203775663,11.477763351,0.509626106,5.849367838,0.125700000,1.059608066,0.963395420
2000Q1,1614269.410017230,907467.870146692,306086.649013718,370449.084403650,563594.375272312,537416.961109821,1.070609990,1.075964984,1.093847093,1.055449171,1.032717324,1.048449667,0.950394035,1728252.957668930,825739.979130543,708452.039569879,194060.938968510,1534192.018700420,105.453993248,104.745421432,111.324424368,75.346666667,77.293333333,59.146666667,84.620000000,0.000380605,-0.010369581,154468.386972115,140143.147795920,14325.239176195,0.092738970,118075.579502820,3.548615385,5.613682662,43.211899852,26.773300000,88.604452362,1.048367798,1.130251994,116.913905057,35331.458907753,11.518718078,0.511525507,5.892118110,0.123400000,1.098922577,1.013733753
2000Q2,1628950.617670060,915028.181996857,306944.188240359,373071.944581527,580032.710717224,555377.769230870,1.074462020,1.080936939,1.095797577,1.063534392,1.044489911,1.062157338,0.953264142,1750245.570717210,835078.563142237,717741.650540119,197425.357034857,1552820.213682360,106.136180453,105.234103687,114.110044545,75.670000000,77.473333333,60.626666667,84.620000000,-0.002168242,-0.011275387,154937.477299029,140930.864913470,14006.612385559,0.090401707,118803.916721700,4.284806452,5.426625615,42.429024155,26.540000000,85.764237448,1.053141943,1.152901047,118.436628181,35719.821458682,11.558508625,0.512648176,5.925448365,0.124800000,1.131405784,1.071583507
2000Q3,1637432.687666300,919141.660292812,309128.504661231,377390.322100018,594842.529345827,571575.312269082,1.081022646,1.089870838,1.102815546,1.068783990,1.055356702,1.080239944,0.961640301,1770101.817312270,846615.446422468,728005.815710006,195480.555179793,1574621.262132470,106.729589870,105.473919978,118.690005647,76.213333333,77.780000000,63.060000000,84.620000000,-0.009846756,-0.015684029,155422.488163962,141614.958528300,13807.529635662,0.088838686,119385.811981710,4.738815385,5.438421892,45.350634353,30.340000000,82.877196353,1.057149002,1.168554835,118.616110393,35903.036881678,11.562568705,0.517038320,5.978291102,0.126300000,1.147784400,1.104681299
2000Q4,1650662.439386890,920336.257452775,311192.385252710,378366.674813056,617162.232368014,590408.024045565,1.084760827,1.097202751,1.109035172,1.076823564,1.067610741,1.098727690,0.965734632,1790573.953400160,855903.846078667,738198.036671023,196472.070650465,1594101.882749690,107.407104559,106.003325754,120.979986197,76.740000000,78.220000000,64.276666667,84.620000000,-0.008777902,-0.014469588,155672.129265920,142221.353906310,13450.775359610,0.086404518,119933.948993760,5.028174603,5.276487462,44.429842150,29.576700000,81.801704157,1.059760544,1.186524178,119.389333948,36104.461203295,11.606291137,0.518521429,6.018110660,0.131600000,1.167856741,1.151673583
2001Q1,1664278.677349790,929783.082744920,312681.386426315,380796.153689703,617793.214447166,582718.684304177,1.094376488,1.101581054,1.117660702,1.078060803,1.060010122,1.080385221,0.975277912,1821347.454781040,864461.137231208,758673.095475665,198213.222074170,1623134.232706870,107.710818041,106.541781202,118.708827404,77.036666667,78.703333333,63.070000000,91.000000000,0.003942626,-0.009951705,155726.482444608,142605.291577070,13121.190867538,0.084257929,120365.231058750,4.744718750,4.988443200,40.978118821,25.816700000,81.946224910,1.060437298,1.153891060,119.493650676,36218.001902364,11.670525399,0.519420905,6.061914868,0.131000000,1.098272012,1.083170576
2001Q2,1666839.521247060,932767.306564253,313618.037047051,380579.732158817,612146.234396917,580840.248437566,1.101081281,1.111025178,1.125996636,1.082494660,1.063742415,1.084746329,0.980584506,1835325.795994570,872475.327557782,762001.681151670,200848.787285119,1634477.008709450,109.257420538,107.944480266,121.789321789,77.773333333,79.330000000,64.706666667,91.000000000,-0.001257652,-0.012755113,155821.260343763,142782.077873990,13039.182469773,0.083680381,120542.150292560,4.588548387,5.192936862,41.715960193,27.240000000,79.057842107,1.065521731,1.169938472,119.913727844,36329.523440466,11.674010815,0.523430910,6.110538105,0.129500000,1.124332021,1.146108500
2001Q3,1668133.617063880,935628.918010468,314698.646289395,378788.807219113,609936.981626979,575866.472243253,1.107730244,1.116234208,1.135628453,1.084953441,1.058401018,1.076898535,0.987689375,1847842.059429480,881024.651156989,766573.198523212,200244.209749278,1647597.849680200,109.327508265,108.220495243,119.681284899,78.126666667,79.863333333,63.586666667,91.000000000,-0.000429833,-0.014180013,156124.278695131,143050.872723290,13073.405971841,0.083737175,120864.376909440,4.277923077,5.116738923,38.882697010,25.250000000,74.301722036,1.063816626,1.156005854,119.371436725,36254.183389668,11.661121567,0.528149929,6.158820526,0.135300000,1.100665111,1.123253772
2001Q4,1671835.532602910,935615.929346222,318535.679929991,377585.569348863,610469.081372894,569720.331496346,1.115134610,1.119471224,1.148023118,1.088767636,1.054031996,1.059073981,0.994063138,1864321.665356050,889067.415089662,772842.660764551,202411.589501834,1661910.075854210,109.705981987,108.962568297,115.854194115,78.306666667,80.313333333,61.553333333,91.000000000,0.010481141,-0.011016203,156532.302291056,143302.004269650,13230.298021406,0.084521200,121079.758431260,3.452222222,4.811949152,32.271347872,19.340000000,69.559757231,1.065901968,1.151011786,119.557471988,36193.411042272,11.666518840,0.531791195,6.204151991,0.135400000,1.091603808,1.116221714
2002Q1,1673671.542036780,937067.245621442,318042.511523468,376467.975536509,615447.845469291,571102.763082880,1.123709931,1.125401182,1.157470394,1.094511196,1.055669487,1.056558953,1.002314178,1880721.332737830,897498.049156288,780046.666084833,203176.617496707,1677544.715241120,110.472274464,109.754414543,116.305916306,78.996666667,81.063333333,61.793333333,81.890000000,0.018030353,-0.006590931,157106.078706413,143790.704232050,13315.374474363,0.084754037,121550.400383720,3.361467742,5.132725016,34.793291122,21.153300000,73.395863489,1.069479631,1.159032042,120.336266348,36280.603273595,11.639636588,0.536245032,6.241697292,0.136600000,1.103833149,1.140775359
2002Q2,1682209.746007730,938459.376134148,320876.400480484,372721.895664886,625332.209231620,579069.355421049,1.127569855,1.131237940,1.161713123,1.099298027,1.055616401,1.058957681,1.004499474,1896808.999902320,903757.918213180,786020.886137460,207030.195551682,1689778.804350640,111.565642996,110.704630038,119.085262564,79.426666667,81.370000000,63.270000000,81.890000000,0.010508201,-0.014218060,157483.106310312,143985.540498050,13497.565812262,0.085708024,121729.246818510,3.446063492,5.258599708,38.928133498,25.070000000,75.322972668,1.071129597,1.146083075,121.103352089,36453.825903134,11.683185271,0.537244491,6.276726921,0.139200000,1.074231155,1.088355460
2002Q3,1688883.455677380,943385.981689102,322083.163261819,374574.868525985,630005.452676822,582108.844900210,1.135254561,1.135508859,1.174603393,1.100559974,1.051340942,1.048329601,1.011125535,1917312.645422220,912112.373257029,795560.813698732,209639.458466457,1707673.186955760,111.631058208,110.795126752,118.978605935,79.773333333,81.763333333,63.213333333,81.890000000,0.016874929,-0.010303003,157951.676892882,144179.898009770,13771.778883112,0.087189824,121860.452407010,3.358863636,4.768222273,40.889350519,26.913300000,76.572901226,1.075113137,1.123671274,121.653445389,36597.899878018,11.713723473,0.540068274,6.326210421,0.133700000,1.024739968,1.016516859
2002Q4,1691733.248417310,949027.324567527,323929.940133642,376243.448579928,634257.178080423,589407.500798361,1.141043716,1.141674258,1.181211527,1.106669136,1.050519251,1.049288357,1.016385635,1930341.593098190,917981.015807565,801472.356553778,210888.220736849,1719453.372361340,112.233812656,111.419554077,119.292301901,80.096666667,82.106666667,63.380000000,81.890000000,0.011845979,-0.012937691,158243.879380570,144211.939816120,14031.939564450,0.088672874,121935.452398760,3.116203125,4.541247545,41.226518378,26.856700000,78.408415466,1.080314530,1.119311810,121.945274837,36714.030772558,11.730881996,0.542627519,6.365499396,0.137100000,1.011141367,1.000637907
2003Q1,1687211.349245910,948173.780905412,324361.696622490,377506.192475937,624921.788325569,594525.319477745,1.147685682,1.152385200,1.187064604,1.108305606,1.051007565,1.051671115,1.022095081,1936388.308799230,922905.772835989,801584.646999462,211897.888963782,1724490.419835450,113.023467707,111.813214783,124.625133321,80.843333333,82.606666667,66.213333333,83.150000000,0.006172625,-0.010121845,158570.261120518,144300.228969480,14270.032151038,0.089991856,121975.754049130,2.685365079,4.157870703,45.946985881,31.426700000,81.225874871,1.084349984,1.099240113,122.425902154,36888.348952114,11.692367790,0.547000690,6.395733253,0.137200000,0.961848653,0.931846520
2003Q2,1688155.028456270,949873.713563774,325792.826784669,377607.723656887,622233.259991378,592018.123524627,1.153284777,1.155432717,1.192139827,1.110461074,1.040695797,1.033604137,1.027022143,1946923.495661260,927936.583311581,805836.011814782,213150.900534892,1733772.595126360,113.794432698,112.939898870,121.036451471,80.990000000,82.993333333,64.306666667,83.150000000,0.004513110,-0.013794316,158927.282619021,144544.074660450,14383.207958571,0.090501818,122100.861225100,2.359145161,3.960555292,41.113502558,26.126700000,81.158564090,1.085308489,1.077831428,123.449495196,37022.078258206,11.679171439,0.549674981,6.419748340,0.135900000,0.927243815,0.879321618
2003Q3,1696660.765493070,954282.161229255,328335.629118003,380598.518675291,632418.623367766,595941.496788500,1.162843617,1.161569298,1.212030120,1.114450656,1.038985336,1.029916991,1.036147812,1972951.140785000,940469.858596431,817521.481613778,214959.800574794,1757991.340210210,113.943953181,113.053019762,121.638747726,81.410000000,83.426666667,64.626666667,83.150000000,0.009170674,-0.012777870,159197.667961262,144748.445348130,14449.222613132,0.090762778,122270.581658730,2.139106061,4.164237788,43.644670770,28.443300000,82.957963368,1.088699197,1.081566908,125.072717340,37265.227299851,11.721443788,0.554306363,6.497270878,0.138100000,0.935214585,0.889078080
2003Q4,1709819.715478770,956771.607316743,329182.128336861,384105.831803961,647842.825467287,611403.888815910,1.164633218,1.166446870,1.204983485,1.120452800,1.040320337,1.031273953,1.035455932,1991312.837162290,942288.184693819,828154.782225197,220869.870243271,1770442.966919020,114.584087750,113.786043144,121.406612711,81.750000000,83.820000000,64.503333333,83.150000000,0.018716437,-0.003097896,159600.058792055,145071.340545950,14528.718246105,0.091032036,122451.129839050,2.149312500,4.364097258,46.037491443,29.413300000,90.149536682,1.093450915,1.073148242,126.451067382,37590.523629455,11.786061320,0.551103825,6.495343471,0.137700000,0.911181406,0.841052840
2004Q1,1719629.055049260,963285.422431001,328826.422432614,386549.246673344,662448.269041598,619563.340031485,1.170386486,1.171278190,1.217935593,1.125206614,1.039459021,1.034274263,1.041870420,2012630.606564190,949114.358831952,842516.286164993,220999.961567246,1791630.644996950,114.999941594,114.102781643,122.968818621,82.263333333,84.303333333,65.333333333,82.130000000,0.016171891,-0.007572860,160086.510726091,145268.688310980,14817.822415111,0.092561343,122631.487770060,2.061765625,4.150146446,50.500783268,31.950000000,100.354994502,1.096195777,1.064978552,127.207860117,37751.922573144,11.837575427,0.551929706,6.533509525,0.136700000,0.890122349,0.800176039
2004Q2,1728738.881924390,965477.418892713,330497.859038066,387629.660158283,681553.521955189,635506.224077623,1.176749292,1.179818597,1.225814134,1.135600980,1.049815164,1.049889372,1.048560016,2034292.256090060,955942.798977805,856743.671302319,221605.785809939,1812686.470280120,116.439076244,115.315437608,127.065687935,82.873333333,84.726666667,67.510000000,82.130000000,0.015294893,-0.008445055,160443.012433266,145600.739725580,14842.272707686,0.092508066,122901.478843560,2.083444444,4.356630123,54.354330272,35.490000000,103.021145216,1.103650316,1.082964569,127.885321650,37904.328012973,11.873146285,0.552971191,6.565507845,0.137300000,0.909701601,0.830145618
2004Q3,1733808.832136200,966916.644406350,332461.398034172,389276.980433039,683334.847022083,644560.612024454,1.181691293,1.185397575,1.226873034,1.142394375,1.054241590,1.058992906,1.050482057,2048826.799894310,960060.190347617,861274.878317576,227491.731229122,1821335.068665190,116.555889121,115.243040237,129.437229437,83.286666667,85.043333333,68.770000000,82.130000000,0.011339122,-0.007117733,160803.232929660,145952.589760870,14850.643168790,0.092352889,123105.344352890,2.116303030,4.207142545,59.309722080,41.593300000,100.990298217,1.106517304,1.083494839,128.846052542,38212.065463595,11.879260484,0.553728977,6.577890752,0.138300000,0.902700294,0.818338723
